name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Delft,2023-12-31T00:00:00,10,6.6,8,87.32,0,0,,0,0,46.1,29.5,170,1003,98.5,12,0,0,0,,Overcast,cloudy,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T01:00:00,10,6.8,7.1,82.18,0,0,,0,0,25.2,26.2,170,1002,97.9,12,0,0,0,,Overcast,cloudy,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T02:00:00,10,6.6,7,81.4,0,0,,0,0,51.8,29.4,170,1001,98.5,12,0,0,0,,Overcast,cloudy,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T03:00:00,9.9,6.6,6.1,76.98,0,0,,0,0,50.8,29.5,161,999.9,98.5,12,0,0,0,,Overcast,cloudy,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T04:00:00,9.9,6.4,6,76.86,0,0,,0,0,28.8,31.4,161,998,50.8,12,0,0,0,,Partially cloudy,partly-cloudy-night,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T05:00:00,9.1,5.6,6,81.09,0,0,,0,0,51.5,27.7,149,996.9,31.2,12,0,0,0,,Partially cloudy,partly-cloudy-night,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T06:00:00,9.1,5.5,6.1,81.11,0,0,,0,0,44.4,29.9,151,995,1.7,11.9,0,0,0,,Clear,clear-night,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T07:00:00,9.1,5.2,6,81.29,0.013,100,rain,0,0,36,32.5,158,994,2.6,11.9,0,0,0,,Rain,rain,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T08:00:00,9.9,6.4,6.1,77.6,0,0,,0,0,49.7,30.2,159,993,100,12,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T09:00:00,9.1,5.6,7.1,87.29,0,0,,0,0,53.3,26.1,160,992,90,10,5,0,0,,Partially cloudy,partly-cloudy-day,"F8218,06240099999,06344099999"
Delft,2023-12-31T10:00:00,9.1,5.5,6.1,81.83,0.001,100,rain,0,0,28.8,28.8,189,992.2,90.2,10.5,18,0.1,0,,"Rain, Overcast",rain,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T11:00:00,9,5.4,6.1,82,0,0,,0,0,60.5,28.2,190,992.2,90.2,11.6,46,0.2,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T12:00:00,8.1,3.8,6,86.73,0,0,,0,0,57.2,35.1,209,993,90.2,10.6,62,0.2,1,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T13:00:00,8.9,5.1,6,81.64,2.534,100,rain,0,0,39.6,31.2,209,993.1,50.3,11.9,165,0.6,2,,"Rain, Partially cloudy",rain,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T14:00:00,9,4.7,5.1,76.28,0,0,,0,0,62.6,40.5,200,993,89,11.9,93,0.3,1,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T15:00:00,9.1,4.8,4.9,75.42,0,0,,0,0,60.1,39.5,199,993,88.8,11.8,56,0.2,1,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T16:00:00,8.9,4.8,4.2,72.41,0,0,,0,0,32.4,35.5,199,992.2,99.7,11.8,7,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T17:00:00,8.1,3.6,5.1,81.34,0,0,,0,0,63,37.9,199,993,99.7,11.5,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T18:00:00,8.9,4.9,5.2,77.2,0,0,,0,0,62.3,34.7,199,993.1,99.7,11.2,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2023-12-31T19:00:00,8.9,4.7,5.1,77.17,0,0,,0,0,50.4,36.4,207,993.1,99.7,10.8,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
