name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Delft,2024-06-04T00:00:00,14,14,12,88.09,0,0,,0,0,5,3.8,214,1018,48.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T01:00:00,13.9,13.9,12,88.08,0,0,,0,0,5,1.9,238,1017,48.6,9.1,0,0,0,,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T02:00:00,13.9,13.9,12,88.42,0,0,,0,0,5.8,3.6,281,1017,100,9,0,0,0,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T03:00:00,13.9,13.9,12,88.31,0,0,,0,0,7.2,1.8,196,1016,100,9,0,0,0,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T04:00:00,12.9,12.9,12,93.9,0,0,,0,0,7.6,1.8,257,1016,48.6,5.1,0,0,0,,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T05:00:00,13.9,13.9,12,88.42,0,0,,0,0,8.3,3.7,255,1016,48.6,9.7,0,0,0,,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T06:00:00,13.9,13.9,12.9,93.94,0,0,,0,0,9.4,5.4,169,1015,48.6,9.8,9,0,0,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T07:00:00,14.9,14.9,13,88.17,0,0,,0,0,11.2,9.3,197,1015,100,9.8,19,0.1,0,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T08:00:00,14.9,14.9,12.9,87.96,0,0,,0,0,15.8,9.2,198,1014,100,9.9,129,0.5,1,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T09:00:00,15.9,15.9,13,82.71,0,0,,0,0,18.7,11.1,199,1014,48.6,10,151,0.5,2,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T10:00:00,16.9,16.9,13,77.5,0,0,,0,0,19.4,14.7,200,1014,26.4,10,186,0.7,2,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T11:00:00,16,16,13.9,87.38,0,0,,0,0,24.1,13.1,219,1013,99.5,9.1,443,1.6,4,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T12:00:00,17.9,17.9,13.9,77.29,0,0,,0,0,35.3,11.8,191,1013,50.9,10,284,1,3,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T13:00:00,19,19,13,68.19,0,0,,0,0,32.4,16.7,219,1012,96.7,10,150,0.5,2,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T14:00:00,19.9,19.9,13,64.23,0,0,,0,0,35.6,18.3,210,1011,28.7,10,436,1.6,4,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-06-04T15:00:00,20,20,13,63.93,0,0,,0,0,37.1,20.4,209,1011,28.7,10,388,1.4,4,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-06-04T16:00:00,20.9,20.9,12.9,60.45,0,0,,0,0,41,25.4,210,1010,50.7,10,296,1.1,3,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T17:00:00,21,21,12,56.55,0,0,,0,0,40.7,25.8,209,1009,86.7,10,181,0.7,2,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T18:00:00,19.1,19.1,12.9,67.49,0,0,,0,0,41,20.7,267,1008,98,10,128,0.5,1,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T19:00:00,18,18,13,72.66,0,0,,0,0,40,16.9,241,1008,99.5,10,39,0.1,0,,Overcast,cloudy,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T20:00:00,16.9,16.9,13,77.5,0,0,,0,0,33.8,13.3,240,1008,88.2,10,84,0.3,1,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T21:00:00,17,17,12,72.68,0,0,,0,0,38.5,25.5,240,1007,48.6,10,21,0.1,0,,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T22:00:00,16,16,12.9,81.87,0,0,,0,0,40.3,23.9,240,1007,26.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHAM"
Delft,2024-06-04T23:00:00,16,16,12,77.26,0.1,100,rain,0,0,48.2,29.4,240,1007,99.5,10,0,0,0,,"Rain, Overcast",rain,"F8218,EHRD,EHWO,EHAM"
