name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Delft,2024-05-19T00:00:00,13.2,13.2,12.3,94.3,0,0,,0,0,14.8,6.6,284,1011.1,87.3,2.3,0,0,0,,Partially cloudy,partly-cloudy-night,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T01:00:00,13.1,13.1,13,99.29,0,0,,0,0,14.8,12.9,287,1011.1,96.9,2.2,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T02:00:00,13.1,13.1,13,99.42,0,0,,0,0,18,13.4,284,1011.1,96.7,3,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T03:00:00,13,13,12.2,94.93,0,0,,0,0,14.8,10.7,284,1011.1,99,2.9,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T04:00:00,13,13,12.9,99.84,0,0,,0,0,14.8,8.9,286,1011,98.2,1.9,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T05:00:00,12.9,12.9,12.1,94.91,0,0,,0,0,10.8,7.7,285,1010.2,96.4,2,0,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T06:00:00,12.9,12.9,12.1,94.95,0,0,,0,0,7.6,5.9,292,1011,97.9,2.1,11,0,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T07:00:00,13.1,13.1,13,99.74,0,0,,0,0,14.8,6,285,1011.1,99.7,3.2,35,0.1,0,,Overcast,cloudy,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T08:00:00,14,14,13.9,99.21,0.463,100,rain,0,0,3.6,7.5,292,1011.2,99.3,3.3,115,0.4,1,,"Rain, Overcast",rain,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T09:00:00,15.7,15.7,14.1,89.84,0,0,,0,0,7.6,8.4,276,1012,31.2,8,330,1.2,3,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06330099999,06344099999"
Delft,2024-05-19T10:00:00,19,19,13,68.26,0,0,,0,0,18.7,7.7,350,1011,1.7,10.2,632,2.3,6,,Clear,clear-day,"06260099999,F8218,06240099999,06344099999"
Delft,2024-05-19T11:00:00,20.4,20.4,12.6,60.93,0,0,,0,0,14.8,9.6,335,1011.2,86.9,11,584,2.1,6,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T12:00:00,20.5,20.5,12.4,59.8,0,0,,0,0,22.3,8.8,356,1011.2,30,11.3,798,2.9,8,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T13:00:00,20.7,20.7,13.1,61.78,0,0,,0,0,14.8,14.8,334,1011.2,49.4,11.6,838,3,8,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T14:00:00,21.5,21.5,13.1,58.84,0,0,,0,0,18,17.2,332,1011.2,1.9,11.5,874,3.1,9,,Clear,clear-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T15:00:00,20.6,20.6,12.9,61.38,0,0,,0,0,25.9,19.1,341,1011.1,2.6,11.5,703,2.5,7,,Clear,clear-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T16:00:00,20.7,20.7,12.2,58.15,0,0,,0,0,29.5,15.7,352,1011,31,11.8,352,1.3,4,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T17:00:00,19.2,19.2,11.4,60.59,0,0,,0,0,25.2,11.7,338,1011,31,11.4,735,2.6,7,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T18:00:00,19.8,19.8,11.2,57.78,0,0,,0,0,35.3,18.3,350,1010.3,0,11.7,427,1.5,4,,Clear,clear-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T19:00:00,19.7,19.7,10.4,54.86,0,0,,0,0,31.7,18.5,350,1011,0,11.6,115,0.4,1,,Clear,clear-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T20:00:00,18,18,11.2,64.84,0,0,,0,0,36,17.4,345,1011.1,0,11.7,134,0.5,1,,Clear,clear-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T21:00:00,16.2,16.2,12.1,76.49,0,0,,0,0,25.9,13.2,355,1011.2,0,12,28,0.1,0,,Clear,clear-day,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T22:00:00,15.2,15.2,12.8,85.66,0,0,,0,0,18.4,12.9,351,1012.1,0,11.8,0,0,0,,Clear,clear-night,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
Delft,2024-05-19T23:00:00,15,15,12.9,87.1,0,0,,0,0,14.4,12.4,353,1012.2,0.2,11.4,0,0,0,,Clear,clear-night,"06356099999,06260099999,F8218,06348099999,06240099999,06330099999,06344099999"
