name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Delft,2024-05-30T00:00:00,12.9,12.9,11,88.31,0,0,,0,0,11.2,5.6,249,1007,81.1,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T01:00:00,11.9,11.9,10.9,93.71,0,0,,0,0,11.2,5.2,201,1006,70.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T02:00:00,12.9,12.9,11.9,93.87,0,0,,0,0,9.4,9.1,237,1006,72.2,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T03:00:00,12.8,12.8,11.9,93.87,0,0,,0,0,10.1,3.8,251,1006,43,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T04:00:00,12,12,12,100,0,0,rain,0,0,10.4,7.5,220,1006,60.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T05:00:00,12.9,12.9,12,94.01,0,0,rain,0,0,10.4,5.6,220,1005,100,9.9,0,0,0,10,Overcast,cloudy,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T06:00:00,12.9,12.9,12,94.01,0,0,,0,0,10.4,5.4,247,1005,100,9.8,3,0,0,10,Overcast,cloudy,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T07:00:00,13.9,13.9,12,88.18,0,0,,0,0,13.7,9.2,247,1005,60.8,9.9,22,0.1,0,10,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T08:00:00,13.9,13.9,12,88.18,0,0,,0,0,15.5,7.8,269,1005,28.7,10,65,0.2,1,10,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T09:00:00,14.9,14.9,12,82.57,0,0,,0,0,23.8,11.3,279,1006,85.9,10,171,0.6,2,10,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T10:00:00,15.9,15.9,11.9,77.14,0,0,,0,0,27.4,13,269,1006,85.9,10,551,2,6,10,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T11:00:00,16.9,16.9,11.9,72.48,0,0,,0,0,31,20.4,242,1006,86.7,10,624,2.2,6,10,Partially cloudy,partly-cloudy-day,"F8218,EHRD,EHWO,EHGR,EHAM"
Delft,2024-05-30T12:00:00,15.2,15.2,10.8,75,0,48.4,rain,0,0,33.8,14.8,266.6,1007,100,24.1,509,1.8,5,10,"Rain, Overcast",rain,
Delft,2024-05-30T13:00:00,14.6,14.6,10.7,77.44,0,48.4,rain,0,0,34.2,14,272.9,1007,97.2,24.1,412,1.5,4,10,"Rain, Overcast",rain,
Delft,2024-05-30T14:00:00,14.3,14.3,10.9,80.02,0,48.4,rain,0,0,33.1,14,274.9,1007,100,24.1,336,1.2,3,10,"Rain, Overcast",rain,
Delft,2024-05-30T15:00:00,14.6,14.6,11.1,79.53,0,0,,0,0,34.9,15.1,284.3,1007,100,24.1,344,1.2,3,10,Overcast,cloudy,
Delft,2024-05-30T16:00:00,14.5,14.5,11.1,80.04,0.1,0,rain,0,0,38.5,15.5,302.4,1007,100,24.1,500,1.8,5,10,Overcast,cloudy,
Delft,2024-05-30T17:00:00,14.6,14.6,11.1,79.53,0,0,rain,0,0,36,15.5,305.7,1007,99.6,24.1,469,1.7,5,10,Overcast,cloudy,
Delft,2024-05-30T18:00:00,14.4,14.4,11.4,82.18,0,0,,0,0,35.6,15.1,303.8,1008,100,24.1,364,1.3,4,10,Overcast,cloudy,
Delft,2024-05-30T19:00:00,14.2,14.2,10.8,80,0,0,,0,0,34.9,13.7,298.6,1008,85,24.1,246,0.9,2,10,Partially cloudy,partly-cloudy-day,
Delft,2024-05-30T20:00:00,14,14,10.6,79.97,0,0,rain,0,0,32.4,12.2,297.8,1008,96.6,24.1,84,0.3,1,10,Overcast,cloudy,
Delft,2024-05-30T21:00:00,13.6,13.6,10.9,83.73,0,0,rain,0,0,33.1,14,300.1,1008,95.6,24.1,28,0.1,0,10,Overcast,cloudy,
Delft,2024-05-30T22:00:00,12.9,12.9,10.9,87.65,0,0,rain,0,0,31.3,9.7,291.5,1008,89.1,24.1,4,0,0,10,Partially cloudy,partly-cloudy-night,
Delft,2024-05-30T23:00:00,13.1,13.1,11.2,88.25,0,0,,0,0,20.9,7.6,271.4,1008,99.5,24.1,0,0,0,10,Overcast,cloudy,
