name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Delft,2024-04-26T00:00:00,6.1,4.5,5.8,97.8,0.001,100,rain,0,0,15.4,7.9,218,1001.1,98.5,5.3,0,0,0,,"Rain, Overcast",rain,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T01:00:00,6.1,4.1,5,92.61,0,0,,0,0,18,9.2,234,1001.1,97.9,9.8,0,0,0,,Overcast,cloudy,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T02:00:00,6.1,3.9,4.8,91.66,1.761,100,rain,0,0,30.8,10.1,215,1001,31.8,9.8,0,0,0,,"Rain, Partially cloudy",rain,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T03:00:00,6.1,4.3,4,86.35,0.007,100,rain,0,0,14.5,8.5,222,1001,98.5,9.9,0,0,0,,"Rain, Overcast",rain,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T04:00:00,6.1,4.2,4,86.38,0.001,100,rain,0,0,12.7,9.2,226,1001,50.3,9.9,0,0,0,,"Rain, Partially cloudy",rain,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T05:00:00,5.3,3.2,3.8,90.08,0,0,,0,0,13.5,9.1,236,1001,31.2,9.8,0,0,0,,Partially cloudy,partly-cloudy-night,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T06:00:00,4.5,2.2,3.1,90.47,0,0,,0,0,10.9,9.5,228,1001,2.6,9.9,0,0,0,,Clear,clear-night,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T07:00:00,5.2,3.1,3,85.48,0,0,,0,0,10.9,9.1,250,1001.1,2.6,9.9,0,0,0,,Clear,clear-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T08:00:00,7.1,4.9,3.2,76.18,0.374,100,rain,0,0,14.4,11.2,260,1002,31,10.1,0,0,0,,"Rain, Partially cloudy",rain,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T09:00:00,8.9,6.6,3.3,67.94,0,0,,0,0,18.1,14.2,271,1002.1,30.3,11.5,0,0,0,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T10:00:00,10,8,4.1,66.64,0,0,,0,0,29.5,14.8,270,1002,88.8,10.6,0,0,0,,Partially cloudy,partly-cloudy-day,"06260099999,C7674,06240099999,06344099999"
Delft,2024-04-26T11:00:00,10,10,4.1,66.57,0,0,,0,0,21.6,13.9,264,1003.1,4.2,11.6,0,0,0,,Clear,clear-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T12:00:00,10.1,10.1,4,66.23,0,0,,0,0,25.9,13.3,288,1003.2,88.8,11.4,0,0,0,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T13:00:00,11,11,4.1,62.31,0,0,,0,0,30.2,11.8,247,1004,89,11.8,0,0,0,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T14:00:00,10.9,10.9,2.3,55.4,0,0,,0,0,21.6,13.2,272,1004.1,31,11.8,0,0,0,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T15:00:00,11,11,2.3,54.86,0,0,,0,0,18.4,13.2,278,1004.2,50.3,11.5,0,0,0,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
Delft,2024-04-26T16:00:00,11.8,11.8,3.1,55.16,0,0,,0,0,18.4,12.1,272,1004.2,88.4,11.7,0,0,0,,Partially cloudy,partly-cloudy-day,"06356099999,06260099999,C7674,06348099999,06240099999,06330099999,06344099999"
